2021-10-17 17:30:00,0.0
2021-10-17 17:45:00,1551.6468305284118
2021-10-17 18:00:00,4841.838634876665
2021-10-17 18:15:00,1895.8150468657827
2021-10-17 18:30:00,
2021-10-17 18:45:00,
2021-10-17 19:00:00,
2021-10-17 19:15:00,
2021-10-17 19:30:00,
2021-10-17 19:45:00,
2021-10-17 20:00:00,
2021-10-17 20:15:00,
2021-10-17 20:30:00,
2021-10-17 20:45:00,
2021-10-17 21:00:00,
2021-10-17 21:15:00,
2021-10-17 21:30:00,
2021-10-17 21:45:00,
2021-10-17 22:00:00,
2021-10-17 22:15:00,
2021-10-17 22:30:00,
2021-10-17 22:45:00,
2021-10-17 23:00:00,
2021-10-17 23:15:00,
2021-10-17 23:30:00,
2021-10-17 23:45:00,
2021-10-18 00:00:00,
2021-10-18 00:15:00,
2021-10-18 00:30:00,
2021-10-18 00:45:00,
2021-10-18 01:00:00,
2021-10-18 01:15:00,
2021-10-18 01:30:00,
2021-10-18 01:45:00,
2021-10-18 02:00:00,
2021-10-18 02:15:00,
2021-10-18 02:30:00,
2021-10-18 02:45:00,
2021-10-18 03:00:00,
2021-10-18 03:15:00,
2021-10-18 03:30:00,
2021-10-18 03:45:00,
2021-10-18 04:00:00,
2021-10-18 04:15:00,
2021-10-18 04:30:00,
2021-10-18 04:45:00,
2021-10-18 05:00:00,
2021-10-18 05:15:00,
2021-10-18 05:30:00,
2021-10-18 05:45:00,
2021-10-18 06:00:00,
2021-10-18 06:15:00,
2021-10-18 06:30:00,
2021-10-18 06:45:00,
2021-10-18 07:00:00,
2021-10-18 07:15:00,
2021-10-18 07:30:00,
2021-10-18 07:45:00,
2021-10-18 08:00:00,
2021-10-18 08:15:00,
2021-10-18 08:30:00,
2021-10-18 08:45:00,
2021-10-18 09:00:00,
2021-10-18 09:15:00,
2021-10-18 09:30:00,
2021-10-18 09:45:00,
2021-10-18 10:00:00,
2021-10-18 10:15:00,
2021-10-18 10:30:00,
2021-10-18 10:45:00,
2021-10-18 11:00:00,
2021-10-18 11:15:00,
2021-10-18 11:30:00,
2021-10-18 11:45:00,
2021-10-18 12:00:00,
2021-10-18 12:15:00,
2021-10-18 12:30:00,
2021-10-18 12:45:00,
2021-10-18 13:00:00,
2021-10-18 13:15:00,
2021-10-18 13:30:00,
2021-10-18 13:45:00,
2021-10-18 14:00:00,
2021-10-18 14:15:00,
2021-10-18 14:30:00,
2021-10-18 14:45:00,
2021-10-18 15:00:00,
2021-10-18 15:15:00,
2021-10-18 15:30:00,
2021-10-18 15:45:00,
2021-10-18 16:00:00,
2021-10-18 16:15:00,
2021-10-18 16:30:00,
2021-10-18 16:45:00,0.0
2021-10-18 17:00:00,4.768283728555557
2021-10-18 17:15:00,417.90848957688854
2021-10-18 17:30:00,716.1272550581092
2021-10-18 17:45:00,1446.455174355554
2021-10-18 18:00:00,853.8690002806678
2021-10-18 18:15:00,579.169173264111
2021-10-18 18:30:00,264.0796780392335
2021-10-18 18:45:00,99.87189582854434
2021-10-18 19:00:00,376.70827848966576
2021-10-18 19:15:00,333.7755706845748
2021-10-18 19:30:00,
2021-10-18 19:45:00,
2021-10-18 20:00:00,
2021-10-18 20:15:00,
2021-10-18 20:30:00,
2021-10-18 20:45:00,
2021-10-18 21:00:00,
2021-10-18 21:15:00,
2021-10-18 21:30:00,
2021-10-18 21:45:00,
2021-10-18 22:00:00,
2021-10-18 22:15:00,
2021-10-18 22:30:00,
2021-10-18 22:45:00,
2021-10-18 23:00:00,
2021-10-18 23:15:00,
2021-10-18 23:30:00,
2021-10-18 23:45:00,
2021-10-19 00:00:00,
2021-10-19 00:15:00,
2021-10-19 00:30:00,
2021-10-19 00:45:00,
2021-10-19 01:00:00,
2021-10-19 01:15:00,
2021-10-19 01:30:00,
2021-10-19 01:45:00,
2021-10-19 02:00:00,
2021-10-19 02:15:00,
2021-10-19 02:30:00,
2021-10-19 02:45:00,
2021-10-19 03:00:00,
2021-10-19 03:15:00,
2021-10-19 03:30:00,
2021-10-19 03:45:00,
2021-10-19 04:00:00,
2021-10-19 04:15:00,
2021-10-19 04:30:00,
2021-10-19 04:45:00,
2021-10-19 05:00:00,
2021-10-19 05:15:00,
2021-10-19 05:30:00,
2021-10-19 05:45:00,
2021-10-19 06:00:00,
2021-10-19 06:15:00,
2021-10-19 06:30:00,
2021-10-19 06:45:00,
2021-10-19 07:00:00,
2021-10-19 07:15:00,
2021-10-19 07:30:00,
2021-10-19 07:45:00,
2021-10-19 08:00:00,
2021-10-19 08:15:00,
2021-10-19 08:30:00,
2021-10-19 08:45:00,
2021-10-19 09:00:00,
2021-10-19 09:15:00,
2021-10-19 09:30:00,
2021-10-19 09:45:00,
2021-10-19 10:00:00,
2021-10-19 10:15:00,
2021-10-19 10:30:00,
2021-10-19 10:45:00,
2021-10-19 11:00:00,
2021-10-19 11:15:00,
2021-10-19 11:30:00,
2021-10-19 11:45:00,
2021-10-19 12:00:00,
2021-10-19 12:15:00,
2021-10-19 12:30:00,
2021-10-19 12:45:00,
2021-10-19 13:00:00,
2021-10-19 13:15:00,
2021-10-19 13:30:00,
2021-10-19 13:45:00,
2021-10-19 14:00:00,
2021-10-19 14:15:00,
2021-10-19 14:30:00,
2021-10-19 14:45:00,
2021-10-19 15:00:00,
2021-10-19 15:15:00,
2021-10-19 15:30:00,
2021-10-19 15:45:00,
2021-10-19 16:00:00,
2021-10-19 16:15:00,
2021-10-19 16:30:00,
2021-10-19 16:45:00,
2021-10-19 17:00:00,
2021-10-19 17:15:00,
2021-10-19 17:30:00,0.0
2021-10-19 17:45:00,4901.751008261776
2021-10-19 18:00:00,6022.445292307776
2021-10-19 18:15:00,6664.864511292217
2021-10-19 18:30:00,1025.625325596111
2021-10-19 18:45:00,155.15440084480318
2021-10-19 19:00:00,164.16579527211132
2021-10-19 19:15:00,135.37697989535542
2021-10-19 19:30:00,105.18369951252221
2021-10-19 19:45:00,250.1335928401118
2021-10-19 20:00:00,276.37460811122247
2021-10-19 20:15:00,274.589186784776
2021-10-19 20:30:00,254.91743123263598
2021-10-19 20:45:00,
2021-10-19 21:00:00,
2021-10-19 21:15:00,
2021-10-19 21:30:00,
2021-10-19 21:45:00,
2021-10-19 22:00:00,
2021-10-19 22:15:00,
2021-10-19 22:30:00,
2021-10-19 22:45:00,
2021-10-19 23:00:00,
2021-10-19 23:15:00,
2021-10-19 23:30:00,
2021-10-19 23:45:00,
2021-10-20 00:00:00,
2021-10-20 00:15:00,
2021-10-20 00:30:00,
2021-10-20 00:45:00,
2021-10-20 01:00:00,
2021-10-20 01:15:00,
2021-10-20 01:30:00,
2021-10-20 01:45:00,
2021-10-20 02:00:00,
2021-10-20 02:15:00,
2021-10-20 02:30:00,
2021-10-20 02:45:00,
2021-10-20 03:00:00,
2021-10-20 03:15:00,
2021-10-20 03:30:00,
2021-10-20 03:45:00,
2021-10-20 04:00:00,
2021-10-20 04:15:00,
2021-10-20 04:30:00,
2021-10-20 04:45:00,
2021-10-20 05:00:00,
2021-10-20 05:15:00,
2021-10-20 05:30:00,
2021-10-20 05:45:00,
2021-10-20 06:00:00,
2021-10-20 06:15:00,
2021-10-20 06:30:00,
2021-10-20 06:45:00,
2021-10-20 07:00:00,
2021-10-20 07:15:00,
2021-10-20 07:30:00,
2021-10-20 07:45:00,
2021-10-20 08:00:00,
2021-10-20 08:15:00,
2021-10-20 08:30:00,
2021-10-20 08:45:00,
2021-10-20 09:00:00,
2021-10-20 09:15:00,
2021-10-20 09:30:00,
2021-10-20 09:45:00,
2021-10-20 10:00:00,
2021-10-20 10:15:00,
2021-10-20 10:30:00,
2021-10-20 10:45:00,
2021-10-20 11:00:00,
2021-10-20 11:15:00,
2021-10-20 11:30:00,
2021-10-20 11:45:00,
2021-10-20 12:00:00,
2021-10-20 12:15:00,
2021-10-20 12:30:00,
2021-10-20 12:45:00,
2021-10-20 13:00:00,
2021-10-20 13:15:00,
2021-10-20 13:30:00,
2021-10-20 13:45:00,
2021-10-20 14:00:00,
2021-10-20 14:15:00,
2021-10-20 14:30:00,
2021-10-20 14:45:00,
2021-10-20 15:00:00,
2021-10-20 15:15:00,
2021-10-20 15:30:00,
2021-10-20 15:45:00,
2021-10-20 16:00:00,
2021-10-20 16:15:00,
2021-10-20 16:30:00,
2021-10-20 16:45:00,
2021-10-20 17:00:00,
2021-10-20 17:15:00,
2021-10-20 17:30:00,14.286683076445653
2021-10-20 17:45:00,15.590062319627801
2021-10-20 18:00:00,12.105673291500006
2021-10-20 18:15:00,20.07900595004445
2021-10-20 18:30:00,15.256984941444449
2021-10-20 18:45:00,29.575505297044486
2021-10-20 19:00:00,32.11190153060001
2021-10-20 19:15:00,31.50012920394448
2021-10-20 19:30:00,13.237373461517796
2021-10-20 19:45:00,2.3172424312666666
2021-10-20 20:00:00,17.565861254493335
2021-10-20 20:15:00,50.68805564887783
2021-10-20 20:30:00,132.89322070364443
2021-10-20 20:45:00,146.83794569071213
2021-10-20 21:00:00,
2021-10-20 21:15:00,
2021-10-20 21:30:00,
2021-10-20 21:45:00,
2021-10-20 22:00:00,
2021-10-20 22:15:00,
2021-10-20 22:30:00,
2021-10-20 22:45:00,
2021-10-20 23:00:00,
2021-10-20 23:15:00,
2021-10-20 23:30:00,
2021-10-20 23:45:00,
