0,instantaneous_scfh,instantaneous_kgh,moving_kgh,moving_scfh
2021-11-03 16:27:40+00:00,-16.4,-0.302539039,-0.306554084,-16.61764706
2021-11-03 16:27:41+00:00,-16.2,-0.298849539,-0.305794481,-16.57647059
2021-11-03 16:27:42+00:00,-16.4,-0.302539039,-0.305251907,-16.54705882
2021-11-03 16:27:43+00:00,-16,-0.295160038,-0.304275275,-16.49411765
2021-11-03 16:27:44+00:00,-16,-0.295160038,-0.303515672,-16.45294118
2021-11-03 16:27:45+00:00,-16.8,-0.30991804,-0.303624186,-16.45882353
2021-11-03 16:27:46+00:00,-17.3,-0.319141791,-0.30394973,-16.47647059
2021-11-03 16:27:47+00:00,-17.4,-0.320986541,-0.304817848,-16.52352941
2021-11-03 16:27:48+00:00,-17.6,-0.324676042,-0.306445569,-16.61176471
2021-11-03 16:27:49+00:00,-17.1,-0.315452291,-0.30785626,-16.68823529
2021-11-03 16:27:50+00:00,-16.5,-0.304383789,-0.308724378,-16.73529412
2021-11-03 16:27:51+00:00,-16,-0.295160038,-0.309158437,-16.75882353
2021-11-03 16:27:52+00:00,-15.8,-0.291470538,-0.307639231,-16.67647059
2021-11-03 16:27:53+00:00,-15.7,-0.289625787,-0.306879628,-16.63529412
2021-11-03 16:27:54+00:00,-15.8,-0.291470538,-0.305902995,-16.58235294
2021-11-03 16:27:55+00:00,-15.7,-0.289625787,-0.303624186,-16.45882353
2021-11-03 16:27:56+00:00,-15.6,-0.287781037,-0.301996465,-16.37058824
2021-11-03 16:27:57+00:00,-15.6,-0.287781037,-0.301128348,-16.32352941
2021-11-03 16:27:58+00:00,-15.7,-0.289625787,-0.300585774,-16.29411765
2021-11-03 16:27:59+00:00,-15.6,-0.287781037,-0.299717656,-16.24705882
2021-11-03 16:28:00+00:00,-15.7,-0.289625787,-0.299392112,-16.22941176
2021-11-03 16:28:01+00:00,-15.9,-0.293315288,-0.299283597,-16.22352941
2021-11-03 16:28:02+00:00,-15.7,-0.289625787,-0.298089936,-16.15882353
2021-11-03 16:28:03+00:00,-15.7,-0.289625787,-0.2963537,-16.06470588
2021-11-03 16:28:04+00:00,-15.6,-0.287781037,-0.294400435,-15.95882353
2021-11-03 16:28:05+00:00,-15.7,-0.289625787,-0.292338655,-15.84705882
2021-11-03 16:28:06+00:00,-15.6,-0.287781037,-0.290710935,-15.75882353
2021-11-03 16:28:07+00:00,-16.4,-0.302539039,-0.29060242,-15.75294118
